line	section	text
2779	Competing interests	predefined cutoff tumor volume of 1.5 cm3. p values are shown. The Log-rank test was performed. NC, negative control shRNA. Vector, vector-only control.
2780	Competing interests	l, m, Representative images of mice from the tail vein injection metastasis model in vivo using the indicated stable cell lines (n=6 biologically independent
2781	Competing interests	animals). NC, negative control shRNA. Vector, vector-only control. Statistical source data are provided in Source Data Extended Data Fig. 3.
2785	Competing interests	Extended Data Fig. 4 | See next page for caption.
2789	Competing interests	Extended Data Fig. 4 | RAB22A-NeoF1 specifically activates RhoA, and depletion of RhoA abolishes the functions of RAB22A-NeoF1 in vitro. a, The
2790	Competing interests	partial list of proteins from the mass spectrum using cells stably expressing RAB22A-NeoF1-SFB. The unique and total peptide numbers for the indicated
2791	Competing interests	proteins are shown. b, c, e, 293T cells co-transfected with the indicated plasmids for 48 h were subjected to the indicated assays. d, The detection
2792	Competing interests	of Rho-GTP and membrane RhoA (RhoA-MEM) in the indicated stable cell lines by Western blotting. Vector, vector-only control. f, The co-IPs were
2793	Competing interests	performed using ZOS cells with IgG, mAb RAD5-8 or anti-RhoA at their endogenous levels, and were analyzed by Western blotting using hRAD5-8-V1-R5.
2794	Competing interests	g, The indicated proteins were analyzed by Western blotting in the indicated stable cells. Data in b-g are representatives of n = 3 biologically independent
2795	Competing interests	experiments. h, i, Quantification analyses of the migration and invasion (h) or adhesion (i) assays using the indicated stable cell lines. Vector, vector-only
2796	Competing interests	control. j, k, Quantification analyses of the migration and invasion (j) or adhesion (k) assays using the indicated stable cell lines with or without the
2797	Competing interests	RhoA inhibitor CT04. Data in h-k are Mean ± s.d. of n = 3 biologically independent experiments. p values are shown. A two-tailed Student’s t-test was
2798	Competing interests	performed. Vector, vector-only control. Statistical source data are provided in Source Data Extended Data Fig. 4.
2802	Competing interests	Extended Data Fig. 5 | RAB22A-NeoF1 promotes osteosarcoma lung metastasis in a manner dependent on RhoA. a, SgRNA1, 2-mediated knockout of
2803	Competing interests	RhoA in RAB22A-NeoF1 overexpression cells with or without re-introduction of RhoA back were analyzed by Western blotting. Data is representative of n
2804	Competing interests	= 3 biologically independent experiments. NC, negative control sgRNA. b, c, Quantification analyses of the migration (b) and invasion (c) assays using the
2805	Competing interests	indicated stable cell lines. Mean ± s.d. of n = 3 biologically independent experiments. p values are shown. Two-tailed Student t-test. NC, negative control
2806	Competing interests	sgRNA. Vector, vector-only control. d–f, The orthotopic osteosarcoma metastasis model in vivo using the indicated stable cell lines (n=6 biologically
2807	Competing interests	independent animals). d, Quantification analyses of wet lung weights. Data are the mean ± s.d. p values are shown. Two-tailed Student’s t-test. e, f,
2808	Competing interests	Kaplan-Meier survival data were plotted as the percent of mice surviving in the indicated group using a predefined cutoff tumor volume of 1.5 cm3. p values
2809	Competing interests	are shown. The Log-rank test was performed. NC, negative control shRNA. Vector, vector-only control. g, Representative images of mice from the tail
2810	Competing interests	vein injection metastasis model in vivo using the indicated stable cell lines (n=6 biologically independent animals). NC, negative control shRNA. Vector,
2811	Competing interests	vector-only control. Statistical source data are provided in Source Data Extended Data Fig. 5.
2815	Competing interests	Extended Data Fig. 6 | See next page for caption.
2819	Competing interests	Extended Data Fig. 6 | RAB22A-NeoF1 promotes osteosarcoma lung metastasis through interacting with SmgGDS607. a, Detection of SmgGDS in
2820	Competing interests	osteosarcoma cell lines by Western blotting. b, The effects of shRNA specially against the SmgGDS558 (BD), SmgGDS607 (C1) or both (I1, I2) in the
2821	Competing interests	indicated cells, as detected by Western blotting. NC, negative control shRNA. c, 293T cells co-transfected with the indicated plasmids for 48 h were
2822	Competing interests	subjected to the indicated assays. d, The co-IPs were performed using ZOS cells with IgG, mAb RAD5-8 or anti-SmgGDS at their endogenous levels, and
2823	Competing interests	were analyzed by Western blotting using hRAD5-8-V1-R5. e, SgRNA1, 2-mediated knockout of SmgGDS in RAB22A-NeoF1 overexpression cells with or
2824	Competing interests	without re-introduction of wild-type SmgGDS607 or its E254K+D256K mutant back were analyzed by Western blotting. Data in a-e are representatives
2825	Competing interests	of n = 3 biologically independent experiments. sgNC, negative control sgRNA. Vector, vector-only control. f, Quantification analyses of adhesion of the
2826	Competing interests	indicated cells used in e. mean ± s.d. of n=3 independent biological experiments. p values are shown. Two-tailed Student’s t-test. g–j, The orthotopic
2827	Competing interests	osteosarcoma metastasis model in vivo using the indicated stable cell lines used in e (n=6 biologically independent animals). g, i, Kaplan-Meier survival
2828	Competing interests	data were plotted as the percent of mice surviving in the indicated groups using a predefined cutoff tumor volume of 1.5 cm3. p values are shown. The
2829	Competing interests	Log-rank test was performed. h, j, Quantification analyses of wet lung weights. Data are the mean ± s.d. p values are shown. Two-tailed Student’s t-test.
2830	Competing interests	sgNC, negative control sgRNA. Vector, vector-only control. Statistical source data are provided in Source Data Extended Data Fig. 6.
2834	Competing interests	Extended Data Fig. 7 | SmgGDS607 is also crucial in lung metastasis of ZOS-M cells that have endogenous RAB22A-NeoF1. a, The detection of
2835	Competing interests	endogenous SmgGDS protein by Western blotting in the indicated ZOS-M stable cell lines. The experiments were repeated three times independently
2836	Competing interests	with similar results. NC, negative control sgRNA. b, c, Quantification analyses of adhesion (b) migration and invasion (c) assays using the indicated stable
2837	Competing interests	cell lines. mean ± s.d. of n=3 independent biological experiments. p values are shown. Two-tailed Student’s t-test. sgNC, negative control sgRNA.
2838	Competing interests	d–g, The orthotopic osteosarcoma metastasis model in vivo using the indicated stable cell lines (n=6 biologically independent animals). d, Representative
2839	Competing interests	images of mice. e, H&E staining of the lungs from representative tumor-bearing nude mice. Scale bars, 5mm. f, Quantification analyses of lung nodules.
2840	Competing interests	g, Quantification analyses of wet lung weights. f, g, Data are the mean ± s.d. p values are shown. A two-tailed Student’s t-test was performed. sgNC,
2841	Competing interests	negative control sgRNA. Statistical source data are provided in Source Data Extended Data Fig. 7.
2845	Competing interests	Extended Data Fig. 8 | See next page for caption.
2849	Competing interests	Extended Data Fig. 8 | Amino acids 1-10 of RAB22A-NeoF1 are responsible for its binding to SmgGDS607. a, The fragments of RAB22A-NeoF1.
2850	Competing interests	b, d, 293T cells co-transfected with the indicated plasmids for 48 h were subjected to the indicated assays. c, 293T cells transfected with the indicated
2851	Competing interests	plasmids were lysed and subjected to immunoprecipitation using streptomycin beads and then eluted with biotin. The eluates were incubated with the
2852	Competing interests	purified SmgGDS607-His protein and the immunoprecipitated complex using a nickel column followed by Western blotting. Vector, vector-only control.
2853	Competing interests	e, f, Detection of RhoA-GTP and membrane RhoA (RhoA-MEM) in the indicated stable cell lines by Western blotting. Data in b-f are representatives of
2854	Competing interests	n = 3 biologically independent experiments. Vector, vector-only control.
2858	Competing interests	Extended Data Fig. 9 | See next page for caption.
2862	Competing interests	Extended Data Fig. 9 | Both Arg4 and Lys7 of RAB22A-NeoF1 are required for the functions of RAB22A-NeoF1. a, g, Quantification analyses of adhesion
2863	Competing interests	of the indicated cells. Mean ± s.d. of n = 3 biologically independent experiments, p values are shown. Two-tailed Student’s t-test. Vector, vector-only
2864	Competing interests	control. b–d, h–j, The orthotopic osteosarcoma metastasis model in vivo using the indicated stable cell lines (n=6 biologically independent animals).
2865	Competing interests	b, h, Quantification analyses of wet lung weights. Data are the mean ± s.d. p values are shown. A two-tailed Student’s t-test was performed. c, d, i, j,
2866	Competing interests	Kaplan-Meier survival data were plotted as the percent of mice surviving in the indicated groups using a predefined cutoff tumor volume of 1.5 cm3.
2867	Competing interests	p values are shown. The Log-rank test was performed. Vector, vector-only control. e, Ambience of key residues of R4 and K7 in RAB22A. RAB22A is
2868	Competing interests	shown as a cartoon representation with residues 1-10 colored cyan. R4, K7, and the residues surrounding K7 are shown as ball-and-stick models. f, 293T
2869	Competing interests	cells transfected with the indicated plasmids were lysed and subjected to immunoprecipitation using streptomycin beads and then eluted with biotin.
2870	Competing interests	The eluates were incubated with the purified SmgGDS607-His protein and the immunoprecipitated complex using a nickel column followed by Western
2871	Competing interests	blotting. Data are representatives of n = 3 biologically independent experiments. Statistical source data are provided in Source Data Extended Data Fig. 9.
2875	Competing interests	Extended Data Fig. 10 | See next page for caption.
2879	Competing interests	Extended Data Fig. 10 | Blocking the interaction between RAB22A-NeoF1 and SmgGDS607 inhibits osteosarcoma lung metastasis. a, Biotin-labeled
2881	Competing interests	Western blotting. b, The expression of ITGAV and NRP1 in the indicated osteosarcoma cell lines by Western blotting. Data in a, b were representatives of n
2882	Competing interests	= 3 biologically independent experiments. c–f, Quantification analyses of the migration (c, e) and invasion (d, f) assays using the indicated stable cell lines
2883	Competing interests	with or without WT–iRGD or DD-iRGD treatment at the indicated concentrations. Mean ± s.d. of n = 3 biologically independent experiments. p values are
2884	Competing interests	shown. Two-tailed Student t-test. Vector, vector-only control. g, Quantification analyses of the migration and invasion assays using the ZOS and ZOS-M
2885	Competing interests	cell lines with or without 10 μM of WT–iRGD or DD-iRGD treatment. Mean ± s.d. of n = 4 biologically independent experiments. p values are shown.
2886	Competing interests	Two-tailed Student t-test. control, without peptide treatment as the control. h–k, The orthotopic osteosarcoma metastasis model in vivo using 143B-Luc
2887	Competing interests	cells stably expressing RAB22A-NeoF1 (i, j. n=8 biologically independent animals) or ZOS-M-Luc cells (k. n=6 biologically independent animals) with or
2888	Competing interests	without WT-iRGD or DD-iRGD treatment at 1 mg/ml and 10 mg/ml. h, The procedure for this experiment. i, k, Quantification analyses of wet lung weight.
2889	Competing interests	i, k, Mean ± s.d. p values are shown. Two-tailed Student’s t-test. j, Kaplan-Meier survival data were plotted as the percent of mice surviving in the indicated
2890	Competing interests	groups using a predefined cutoff tumor volume of 1.5 cm3. p values are shown. The Log-rank test was performed. Vector, vector-only control. Statistical
2891	Competing interests	source data are provided in Source Data Extended Data Fig. 10.
2893	Competing interests	1
2894	Competing interests	nature research  |  reporting summary
2895	Competing interests	October 2018
2896	Competing interests	Corresponding author(s):
2897	Competing interests	Tiebang Kang
2898	Competing interests	Last updated by author(s): Mar 18, 2020
2899	Competing interests	Reporting Summary
2901	Competing interests	in reporting. For further information on Nature Research policies, see Authors & Referees and the Editorial Policy Checklist.
2903	Competing interests	For all statistical analyses, conﬁrm that the following items are present in the ﬁgure legend, table legend, main text, or Methods section.
2906	Competing interests	The exact sample size (n) for each experimental group/condition, given as a discrete number and unit of measurement
2909	Competing interests	Only common tests should be described solely by name; describe more complex techniques in the Methods section.
2911	Competing interests	A description of any assumptions or corrections, such as tests of normality and adjustment for multiple comparisons
2912	Competing interests	A full description of the statistical parameters including central tendency (e.g. means) or other basic estimates (e.g. regression coeﬃcient)
2913	Competing interests	AND variation (e.g. standard deviation) or associated estimates of uncertainty (e.g. conﬁdence intervals)
2914	Competing interests	For null hypothesis testing, the test statistic (e.g. F, t, r) with conﬁdence intervals, eﬀect sizes, degrees of freedom and P value noted
2917	Competing interests	For hierarchical and complex designs, identiﬁcation of the appropriate level for tests and full reporting of outcomes
2918	Competing interests	Estimates of eﬀect sizes (e.g. Cohen's d, Pearson's r), indicating how they were calculated
2923	Competing interests	LightCycler480，IVIS Lumina Imaging System, Tanon-2500, NIKON ECLIPSE 80i, OLYMPUS IX73, Perkin Elmer Vectra2.0.8, Carl Zeiss Axio
2924	Competing interests	Image A2 Microscope, CCLE RNAseq data set, cBio TCGA data set, Osteosarcoma cell line data
2926	Competing interests	004-
2928	Competing interests	• Pair-end sequences were checked by FastQC (https://www.bioinformatics.babraham.ac.uk/projects/fastqc/) and trimmed by Trim-
2929	Competing interests	galore (https://github.com/FelixKrueger/TrimGalore)
2930	Competing interests	• For SQUID v1.1 (https://github.com/Kingsford-Group/squid):
2931	Competing interests	Sequences were aligned using STAR, 2.5.2b (https://github.com/alexdobin/STAR) using the following parameters: --twopassMode Basic --
2932	Competing interests	readFilesCommand zcat --outSAMtype BAM SortedByCoordinate --outReadsUnmapped Fastx --chimSegmentMin 15 --outSAMstrandField
2934	Competing interests	Chimeric sam was converted to bam using samtools view (https://github.com/samtools/samtools)
2935	Competing interests	SQUID were used using -G 1 -CO 1 parameters
2936	Competing interests	Fusion sequences containing mitochondria DNA was discarded and the results were annotated using GenomicRanges (https://
2937	Competing interests	bioconductor.org/packages/release/bioc/html/GenomicRanges.html) package in R (https://cran.r-project.org)
2939	Competing interests	The following command was used: tophat-o OUTPUTDIRECTORY-p8--fusion-search--keep-fasta-order--no-coverage-search-r0--mate-std-
2940	Competing interests	dev80--max-intron-length100000--fusion-min-dist100000--fusion-anchor-length13--fusion-ignore-chromosomes chM BOWTIE2_INDEX
2941	Competing interests	sample_1.fastq.gz sample_2.fastq. gz
2942	Competing interests	The results were ﬁltered using awk and annotated by GenomicRanges (https://bioconductor.org/packages/release/bioc/html/
2943	Competing interests	GenomicRanges.html) package in R (https://cran.r-project.org)
2944	Competing interests	Whole Genome sequencing
2945	Competing interests	• Pair-end sequences were checked by FastQC (https://www.bioinformatics.babraham.ac.uk/projects/fastqc/) and trimmed by Trim-
2946	Competing interests	galore (https://github.com/FelixKrueger/TrimGalore)
2947	Competing interests	• The sequences were aligned according to GATK best practice (https://gatk.broadinstitute.org/hc/en-us)
2948	Competing interests	2
2949	Competing interests	nature research  |  reporting summary
2950	Competing interests	October 2018
2951	Competing interests	Sequences were aligned to bwa v0.7.15(http://bio-bwa.sourceforge.net/) to hg38
2952	Competing interests	Sequence duplicates were removed and the bam file was sorted using PICARD v2.7.1 (https://github.com/broadinstitute/picard)
2953	Competing interests	Structural variants were retrieved using delly v0.7.7 (https://github.com/dellytools/delly)
2954	Competing interests	Structural variants were annotated by GenomicRanges (https://bioconductor.org/packages/release/bioc/html/GenomicRanges.html)
2955	Competing interests	package in R (https://cran.r-project.org) and visualized by circos v0.69-6 (http://circos.ca/)
2957	Competing interests	1. The 6GB and 90GB clean data per sample were collected for RNAseq and whole-genome sequencing (WGS), respectively, and these
2958	Competing interests	raw data can be accessed from bioproject PRJNA516866.
2959	Competing interests	2. RAB22a-NeoF1 binding partners identified by mass spectrum can be accessed through https://www.dropbox.com/s/d7v4tai54yewuha/
2960	Competing interests	fusion%20protein%20binding%20partners.xls?dl=0
2961	Competing interests	3. RAB22a fusion data in TCGA data set was retrieved from cBioPortal: http://www.cbioportal.org/
2962	Competing interests	4. RNAseq data of 931 cancer cell line encyclopedia was download from GDC Data portal: https://portal.gdc.cancer.gov/
2963	Competing interests	5. RNA22A point mutation data were retrieved from COSMIC (https://cancer.sanger.ac.uk/cosmic/) and cBioPortal (http://
2964	Competing interests	www.cbioportal.org/) database.
2965	Competing interests	For manuscripts utilizing custom algorithms or software that are central to the research but not yet described in published literature, software must be made available to editors/reviewers.
2966	Competing interests	We strongly encourage code deposition in a community repository (e.g. GitHub). See the Nature Research guidelines for submitting code & software for further information.
2969	Competing interests	All manuscripts must include a data availability statement. This statement should provide the following information, where applicable:
2974	Data availability	1) The 6GB and 90GB clean data per sample were collected for RNAseq and whole-genome sequencing (WGS), respectively, and these raw data can be accessed
2975	Data availability	from bioproject PRJNA516866.
2976	Data availability	2) RAB22a-NeoF1 binding partners identified by mass spectrum can be accessed through https://www.dropbox.com/s/d7v4tai54yewuha/fusion%20protein%
2977	Data availability	20binding%20partners.xls?dl=0
2978	Data availability	3) RAB22a fusion data in TCGA data set was retrieved from cBioPortal: http://www.cbioportal.org/
2979	Data availability	4) RNAseq data of 931 cancer cell line encyclopedia was download from GDC Data portal: https://portal.gdc.cancer.gov/
2980	Data availability	5) RNA22A point mutation data were retrieved from COSMIC (https://cancer.sanger.ac.uk/cosmic/) and cBioPortal (http://www.cbioportal.org/) database.
2981	Data availability	Field-specific reporting
2982	Data availability	Please select the one below that is the best fit for your research. If you are not sure, read the appropriate sections before making your selection.
2986	Data availability	For a reference copy of the document with all sections, see nature.com/documents/nr-reporting-summary-flat.pdf
2990	Data availability	Due to the high reproducibility and consistency between cell cultures, a sample size of n=3 would allow for adequate analysis to reach
2991	Data availability	meaningful conclusions of the data for in vitro studies. However, due to higher variance for in vivo studies, a higher sample size (n=6) is used
2992	Data availability	to compensate for this natural variance. In previous studies using related experiments, these sample sizes has been determined to be
2993	Data availability	sufficient to ensure reproducibility. The sample size was determined according to previous literatures in the same research area for statistical
3001	Data availability	All mice were  randomly allocated into experimental groups.
3002	Data availability	Blinding
3003	Data availability	The investigators were blinded to group allocation during collection and/or analysis.
3004	Data availability	Reporting for specific materials, systems and methods
3006	Data availability	system or method listed is relevant to your study. If you are not sure if a list item applies to your research, read the appropriate section before selecting a response.
3007	Data availability	3
3008	Data availability	nature research  |  reporting summary
3009	Data availability	October 2018
3016	Data availability	Human research participants
3022	Methods	MRI-based neuroimaging
3025	Methods	Flag 1:1000 (Cell Signaling, cat:14793, lot:4,), Myc 1:1000 (Cell Signaling, cat: 2272, Lot:6), HA 1:2000 (Cell Signaling, cat:3724,
3026	Methods	lot: 8), SmgGDS 1:1000 (Novus Biologicals, cat:NBP1-87027, lot:R08399), RhoA 1:1000 (Cell Signaling, cat:2117,lot:5), RhoB
3027	Methods	1:1000 (Cell Signaling, cat:2098, lot:2), RhoC 1:1000 (Cell Signaling, cat:3430, lot:5), GAPDH1:2000 (Cell Signaling, cat:52174,
3028	Methods	lot:20160317-01), Tubulin 1:2000 (Cell Signaling, cat:2148, lot: AA021751909N0064), mAb RAD5-8 (clone number:RAD5-8),
3029	Methods	Integrin V antibody 1:1000 (Cell Signaling, 4711, lot:2), NRP1 antibody 1:1000 (Cell Signaling, 3725, lot:1), anti-RAB22A-C
3030	Methods	antibody 1:1000 (Thermo, PA5-64298,), mAb RAD5-8 (1:1000), hRAD5-8-V1-R5 (1:1000), anti-RAB22A-N (1:500), Streptavidin
3031	Methods	Sepharose® High Performance (GE,17-5113-01,lot:71500470-EF), Rhotekin-RBD beads(cytoskeleton, RT02-A,lot:145), Ni
3032	Methods	Sepharose® High Performance(GE,17-5268-01,lot:71502810-EG)
3034	Methods	The validation and application of primary antibody were in online databases. The validation of  antibody RAD5-8 was in
3035	Methods	supplementary figure 4a.The validation of  antibody RAB22A-N,RAB22A-C was in supplementary figure 3c.The species of Flag,
3036	Methods	Myc, HA, SmgGDS, GAPDH, RhoA,RhoB,RhoC,Tubulin antibodies is Rabbit, the species of HA-agrose beads, Flag-agrose beads,
3037	Methods	Myc-agrose beads is Mouse. The Flag, Myc, HA, SmgGDS, GAPDH,RhoA,RhoB,RhoC Tubulin antibodies are used for western blot,
3038	Methods	the RhoA, SmgGDS, mAb RAD5-8, hRAD5-8-V1-R5 antibodies are used for WB and IP, Streptavidin Sepharose® High Performance,
3039	Methods	Rhotekin-RBD beads, Ni Sepharose® High Performance, Flag, HA, Myc agarose  are used for IP.
3043	Methods	The hFOB1.19,HOS, MNNGHOS, U2OS, MG63, 143B, U2OS/MTX300, Saos2 BT-474, HCC2935 and HEK293T embryonic kidney
3044	Methods	cells were obtained from the American Type Culture Collection (ATCC) , The ZOS and ZOS-M, syngeneic human osteosarcoma
3045	Methods	cell lines derived from a primary tumor and metastasis, respectively, from the same patient, Starting with U2OS
3046	Methods	osteosarcoma cell line, the MTX300-resistant variant was obtained by exposing the parental line in vitro to stepwise the
3049	Methods	Each cell line used were authenticated in Guangzhou Cellcook Biotech. 1. PCR is amplified with STR Multi-amplification Kit
3050	Methods	(PowerPlexTM16HS System); 2. PCR products are assayed with 3100 DNA Analyzer (Applied Biosystems®). 3. Amplification of
3051	Methods	gene COX1 and electrophoresis are employed to survey the species of the sample.
3052	Methods	Mycoplasma contamination
3054	Methods	Commonly misidentified lines
3056	Methods	no commonly misidentified cell lines were used
3058	Methods	Policy information about studies involving animals; ARRIVE guidelines recommended for reporting animal research
3060	Methods	Male 4-6-week-old BALB/c nude mice were used for our experiments.  Please see the Animal experiments section of Methods.
3066	Methods	Animal experiments were approved by the Animal Research Committee of Sun Yat-sen University Cancer Center and performed
3069	Methods	Human research participants
3070	Methods	Policy information about studies involving human research participants
3072	Methods	The primary tumors of patients were diagnosed as osteosarcoma, including  61 male and 36 female, and whose medium age was
3073	Methods	4
3074	Methods	nature research  |  reporting summary
3075	Methods	October 2018
3077	Methods	19.3  years and whose treatments included surgical resection combined with chemotherapy. Please see the Supplementary
3078	Methods	Table S2.
3080	Methods	Tumor specimens harvested from primary tumors of patients who underwent surgical resection at the Department of
3081	Methods	Musculoskeletal Oncology, First Affiliated Hospital, Sun Yat-sen University, between 2014 and 2017, were reviewed by a
3082	Methods	pathologist and immediately frozen and stored at −80°C until use (Supplementary Table S2). All samples were collected without
